! I stole/borrowed this list from Greg Thompson below at the UCAR RAP site. Thus all credit for making this very long
! list goes to him. I just deleted some headers and rearranged some stuff to improve searchability.
!
! Edited for use in ClimoBuilder by: Warren Pettee
!
! Original Content:
!
! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,,
,BRJANSK,UUBP,,26898,5313N,03411E,202,X,,T,,,,6,RU
,MOSCOW/NOVOYESR,UUBW,,,5533N,03809E,115,X,,,,,,8,RU
,MOSCOW/DOMODEDOV,UUDD,,,5524N,03754E,168,X,,T,,,,8,RU
,YAROSLAV,UUDL,,,5734N,04010E,88,X,,T,,,,8,RU
,MOSCOW/SHEREMET',UUEE,,,5558N,03725E,190,X,,T,,,,6,RU
,KALININ/MIGALOVO,UUEM,,27402,5649N,03545E,143,X,,T,,,,6,RU
,OSTAFYEVOINTL,UUMO,,,5531N,03730E,174,X,,T,,,,8,RU
,BELGOROD,UUOB,,,5039N,03635E,224,X,,T,,,,8,RU
,KURSK,UUOK,,,5145N,03617E,209,X,,T,,,,8,RU
,VORONEZ,UUOO,,34122,5149N,03914E,157,X,,T,,,,7,RU
,MOSCOW/VNUKOVO,UUWW,,,5536N,03716E,203,X,,T,,,,6,RU
,USINSK,UUYS,,23417,6600N,05722E,80,X,,T,,,,6,RU
,UST-KULOM,UUYT,,23803,6140N,05340E,139,X,,,,,,7,RU
,UKHTA,UUYH,UCT,,6334N,05348E,149,X,,T,,,,6,RU
,SYKTYVKAR,UUYY,,23804,6139N,05049E,119,X,,T,,,,6,RU
,NIZHNYNOVGOROD,UWGG,,,5614N,04347E,73,X,,T,,,,6,RU
,KAZAN,UWKD,,,5537N,04917E,126,X,,T,,,,6,RU
,BEGISHEVO,UWKE,,,5534N,05205E,196,X,,T,,,,6,RU
,CHEBOKSARY,UWKS,,,5605N,04721E,170,X,,T,,,,8,RU
,ULJANOVSK,UWLL,,,5416N,04814E,134,X,,T,,,,9,RU
,ULYANOVSK,UWLW,,,5424N,04848E,66,X,,T,,,,6,RU
,ORENBURG/TSENTRA,UWOO,,,5148N,05528E,109,X,,T,,,,6,RU
,ORSK,UWOR,,,5104N,05836E,277,X,,T,,,,9,RU
,PENZA(STREAM),UWPP,,27962,5307N,04501E,174,X,,T,,,,6,RU
,SARATOV/TSENTRAL,UWSS,,,5134N,04604E,166,X,,T,,,,6,RU
,BASHKORTOSTAN,UWUU,,,5434N,05552E,137,X,,T,,,,6,RU
,KURUMOCH,UWWW,,,5330N,05010E,146,X,,T,,,,6,RU
,KUJBYSEV/BEZENCU,UWWS,,28900,5313N,05019E,44,X,,T,,,,6,RU
,VORKUTA,UUYW,,,6729N,06400E,185,X,,T,,,,8,RU
,BORISPOL'/KIEV,UKBB,,33347,5020N,03054E,119,X,,T,,,,6,UA
,DONETSK,UKCC,,,4805N,03745E,241,X,,T,,,,8,UA
,LUHANSK,UKCW,,,4825N,03923E,194,X,,T,,,,6,UA
,DNIPROPETROVSK,UKDD,,,4822N,03506E,149,X,,T,,,,8,UA
,MOKRAYA,UKDE,OZH,,4752N,03519E,113,X,,T,,,,6,UA
,KRIVYYRIH,UKDR,,,4803N,03313E,124,X,,T,,,,6,UA
,SIMFEROPOL',UKFF,,33946,4502N,03359E,188,X,,T,,,,6,UA
,HAR'KOV/OSNOVA,UKHH,,34300,4955N,03617E,155,X,,T,,,,6,UA
,CHERKASY,UKKE,,,4925N,03200E,114,X,,T,,,,6,UA
,KIEV/ZHYLIANY,UKKK,,,5024N,03027E,179,X,,T,,,,6,UA
,KIEV,,,33345,5024N,03034E,167,S,,,,,,6,UA
,GOSTOMEL',UKKM,,,5036N,03012E,157,X,,T,,,,6,UA
,IVANO-FRANKIVSK,UKLI,,,4853N,02441E,280,X,,T,,,,8,UA
,LVIV,UKLL,,33393,4949N,02356E,325,X,,T,,,,6,UA
,CHERNOVTSY,UKLN,,,4816N,02559E,252,X,,T,,,,6,UA
,ROVNO,UKLR,,,5036N,02608E,230,X,,T,,,,8,UA
,UZHGOROD,UKLU,UDJ,,4838N,02216E,117,X,,T,,,,6,UA
,MYKOLAIV,UKON,NLV,,4703N,03155E,56,X,,T,,,,6,UA
,ODESSA/TSENTRALN,UKOO,,33837,4625N,03041E,35,X,,T,,,,6,UA
,LIEPAJAINTL,EVLA,,26406,5631N,02106E,4,X,,T,,,,8,LV
,RIGAAIRPORT,EVRA,,,5655N,02358E,10,X,,T,,,,6,LV
,VENTPILS,EVVA,,,5721N,02133E,6,X,,,,,,8,LV
,RIGA,UMRR,,26422,5658N,02404E,3,X,,,,,,7,LV
,VENTSPILS(HARBO,UMRW,,26314,5722N,02133E,4,X,,,,,,7,LV
,BREST,UMBB,,,5207N,02354E,143,X,,T,,,,7,BY
,GOMEL,UMGG,,,5232N,03101E,144,X,,T,,,,6,BY
,VITEBSK,UMII,,26666,5508N,03021E,208,X,,T,,,,6,BY
,UNKNOWN,UMLI,,,5346N,02735E,214,X,,,,,,8,BY
,GRODNO,UMMG,,,5336N,02403E,135,X,,T,,,,6,BY
,MINSK-IN-MIN,UMMM,,,5352N,02731E,234,X,,T,,,,6,BY
,MINSK,UMMS,,26850,5353N,02802E,205,X,,T,,,,6,BY
,MOGILEV,UMOO,,,5357N,03006E,194,X,,T,,,,6,BY
,ASHGABAT,UTAA,,,3759N,05822E,210,X,,T,,,,6,TM
,TURKMENBASHI,UTAK,,38570,4003N,05300E,85,X,,T,,,,8,TM
,MARY,UTAM,,,3737N,06154E,222,X,,T,,,,6,TM
,DASHOGUZ,UTAT,,,4146N,05950E,83,X,,T,,,,6,TM
,TURKMENABAT,UTAV,,,3905N,06337E,192,X,,T,,,,8,TM
,DZIZAK,UTED,,38579,4007N,06749E,345,X,,,,,,7,TM
,SHAHRISABZ,UTSH,,,3902N,06647E,599,X,,,,,,8,TM
,TAMDY-BULAK,UTSM,,38413,4143N,06437E,238,X,,,,,,7,TM
,DUSHANBE,UTDD,,38836,3832N,06849E,803,X,,T,,,,6,TJ
,KHUDZHAND,UTDL,,,4013N,06942E,442,X,,T,,,,8,TJ
,ANDIZAN,UTFA,AZN,38475,4044N,07218E,477,X,,T,,,,8,UZ
,NAMANGAN,UTFN,NMA,,4059N,07134E,490,X,,T,,,,8,UZ
,FERGANA,UTFF,FRG,38618,4022N,07146E,577,X,,T,,,,6,UZ
,NAMANGAN,UTKN,,38611,4059N,07135E,474,X,,T,,,,6,UZ
,NUKUS/KARAKALPAK,UTNN,NCU,,4229N,05938E,67,X,,T,,,,6,TM
,URGENCH,UTNU,URG,,4135N,06038E,98,X,,T,,,,8,TM
,NAVOI,UTSA,,,4007N,06510E,346,X,,T,,,,8,UZ
,BUKHARA,UTSB,BHK,38683,3946N,06429E,226,X,,T,,,,6,UZ
,KARSHIKHANABAD,UTSK,,,3850N,06546E,1365,X,,T,,,,8,UZ
,SAMARKAND,UTSS,SMD,38696,3938N,06656E,724,X,,T,,,,6,TM
,TERMEZ,UTST,TMJ,38927,3717N,06719E,302,X,,T,,,,6,TM
,TASHKENT-VOSTOCH,UTTP,TAS,,4119N,06923E,466,X,,T,,,,8,UZ
,TASKENT/YUZNI,UTTT,TAS,38457,4116N,06916E,489,X,,T,,,,6,TM
,ANDIZAN,UTKA,,,4044N,07220E,477,Z,,,,,,8,UZ
,FERGANA,UTKF,,,4022N,07145E,577,Z,,,,,,8,UZ
,BEIJING/PEKING,ZBAA,,54511,4004N,11635E,30,X,,T,,,,6,CN
,HUHHOT,ZBHH,,53463,4051N,11149E,1065,X,,T,,,,7,CN
,BAOTOU,ZBOW,,,4040N,10959E,1049,X,,,,,,9,CN
,ZHENGDING,ZBSJ,SJW,,3817N,11442E,71,X,,T,,,,6,CN
,TIANJIN/ZHANGGUI,ZBTJ,,,3907N,11721E,3,X,,T,,,,6,CN
,TAIYUAN/WUSU,ZBYN,,53772,3746N,11238E,779,X,,T,,,,6,CN
,BEIHAI,ZGBH,,59644,2129N,10906E,16,X,,,,,,7,CN
,CHANGSHA/DATUOPU,ZGCS,,57679,2811N,11304E,46,X,,,,,,7,CN
,DAYONG,ZGDY,,,2908N,11029E,900,X,,,,,,9,CN
,GUANGZHOU/BAIYUN,ZGGG,,59287,2324N,11318E,15,X,,T,,,,6,CN
,HUANGHUA/CHANGSH,ZGHA,CSX,,2811N,11313E,66,X,,T,,,,7,CN
,HAIKOU,ZGHK,,59758,2001N,11020E,15,X,,,,,,7,CN
,GUILIN,ZGKL,,57957,2513N,11002E,166,X,,T,,,,7,CN
,SHAN-TOU,ZGOW,,59316,2333N,11630E,3,X,,T,,,,6,CN
,NANNING/WUXU,ZGNN,,59431,2237N,10810E,73,X,,T,,,,6,CN
,SHENZHEN,ZGSZ,,59493,2238N,11348E,18,X,,T,,,,6,CN
,ZHANJIANG,ZGZJ,,59658,2113N,11024E,28,X,,,,,,7,CN
,ZHENGZHOU,ZHCC,,57083,3431N,11350E,111,X,,T,,,,7,CN
,WUHAN/NANHU,ZHHH,,57494,3047N,11413E,23,X,,T,,,,6,CN
,HAIKOU,ZJHK,,,1956N,11028E,23,X,,T,,,,6,CN
,SANYA/FENGHUANG,ZJSY,,,1818N,10925E,27,X,,T,,,,8,CN
,KIMCHAEK/SONGJIN,ZKKC,,47025,4040N,12911E,23,X,,,,,,7,CN
,PYONGYANG/SUNAN,ZKPY,,47058,3901N,12546E,38,X,,T,,,,7,CN
,HEDONGAIRPORT,ZLIC,,53614,3819N,10624E,1112,X,,,,,,7,CN
,JIUQUAN/SUZHOU,ZLJQ,,52533,3946N,09828E,1478,X,,,,,,7,CN
,LANZHOU,ZLLL,,52889,3631N,10337E,1947,X,,T,,,,6,CN
,XI'AN,ZLSN,,57036,3417N,10855E,398,X,,,,,,7,CN
,XINING,ZLXN,,52866,3637N,10146E,2262,X,,,,,,7,CN
,XIANYANG,ZLXY,,,3426N,10845E,479,X,,T,,,,8,CN
,YANAN,ZLYA,,53845,3636N,10930E,959,X,,,,,,7,CN
,ULAN-BATOR,ZMUB,,,4750N,10647E,1330,X,,T,,,,6,CN
,BOSHANGLINCANG,ZPLC,,,2342N,10001E,2107,X,,,,,,9,CN
,KUNMING/WUJIABA,ZPPP,,56778,2500N,10245E,1892,X,,T,,,,6,CN
,XIAMEN,ZSAM,,59134,2432N,11808E,139,X,,T,,,,6,CN
,CHANGZHOU,ZSCG,,,3142N,11958E,2,X,,,,,,9,CN
,NANCHANG,ZSCN,,58606,2836N,11555E,50,X,,,,,,7,CN
,FUZHOU,ZSFZ,,58847,2556N,11940E,85,X,,T,,,,7,CN
,GAN-ZHOU,ZSGZ,CI2,57993,2551N,11457E,125,X,,,,,,7,CN
,HANGZHOU/JIANQIA,ZSHC,,58457,3013N,12026E,43,X,,T,,,,6,CN
,JINANYAOQIANG,ZSJN,,,3651N,11713E,23,X,,T,,,,9,CN
,HUANGYAN,ZSLC,,,2825N,12222E,1,X,,,,,,9,CN
,NINGBO/LISHE,ZSNB,,,2950N,12128E,4,X,,T,,,,9,CN
,NANJING/NANKING,ZSNJ,,58238,3156N,11854E,33,X,,T,,,,6,CN
,NANTONG,ZSNT,,,3201N,12051E,6,X,,,,,,9,CN
,HEFEI/LUOGANG,ZSOF,,58321,3147N,11718E,33,X,,T,,,,6,CN
,SHANGHAI/PUDONG,ZSPD,,,3109N,12148E,4,X,,T,,,,6,CN
,QINGDAO/TSINGTAO,ZSQD,,54857,3616N,12023E,77,X,,T,,,,6,CN
,SHANGHAI/HONGQIA,ZSSS,,58367,3112N,12120E,7,X,,T,,,,6,CN
,JINAN/TSINAN,ZSTN,,54823,3640N,11658E,58,X,,,,,,7,CN
,TUNXI,ZSTX,,,2943N,11816E,145,X,,,,,,9,CN
,WUYISHAN,ZSWY,,,2745N,11802E,298,X,,,,,,9,CN
,WENZHOU,ZSWZ,,,2801N,12039E,7,X,,,,,,9,CN
,XUZHOU,ZSXZ,,,3416N,11711E,42,X,,,,,,9,CN
,CHONGQING/CHUNGK,ZUCK,,57516,2943N,10638E,351,X,,T,,,,6,CN
,GUIYANG,ZUGY,,57816,2632N,10648E,1074,X,,T,,,,7,CN
,LHASA,ZULS,,,2918N,09055E,3650,X,,T,,,,7,CN
,LHASA,,,55591,2940N,09108E,3650,,,,,,,7,CN
,CHENGDU,ZUUU,,56294,3035N,10357E,508,X,,T,,,,6,CN
,HAMI,ZWHM,,52203,4249N,09331E,739,X,,,,,,7,CN
,KASHI,ZWSH,,51709,3933N,07601E,1291,X,,T,,,,7,CN
,HOTAN,ZWTN,,51828,3707N,07955E,1375,X,,,,,,7,CN
,URUM-QI/DIWOPU,ZWWW,,,4353N,08728E,654,X,,T,,,,6,CN
,YINING,ZWYN,,51431,4357N,08119E,663,X,,,,,,7,CN
,CHANGCHUN,ZYCC,,54161,4359N,12541E,238,X,,T,,,,7,CN
,CHAOYANG,ZYCY,,54324,4136N,12024E,176,X,,,,,,9,CN
,HARBIN,ZYHB,,50953,4537N,12615E,140,X,,T,,,,6,CN
,JILIN/CHANGCHUN,ZYJL,,,4352N,12639E,187,X,,,,,,9,CN
,MUDANJIANG-HAILA,ZYMD,,,4431N,12934E,269,X,,,,,,9,CN
,QIQIHAR,ZYQQ,,50745,4722N,12355E,148,X,,,,,,7,CN
,DALIAN/DAIREN/LU,ZYTL,,54662,3858N,12132E,97,X,,T,,,,6,CN
,SHENYANG/TAOKIAN,ZYTX,,,4138N,12329E,35,X,,T,,,,6,CN
,YANJI,ZYYJ,,,4253N,12927E,190,X,,,,,,9,CN
,SHENYANG/DONGTA,ZYYY,,54342,4147N,12330E,43,X,,,,,,7,CN
,CHEN-ZHOU,,CI1,57972,2549N,11301E,185,,,,,,,8,CN
,WU-ZHOU,,CI3,59265,2329N,11118E,120,,,,,,,8,CN
,XI-SHAISLAND,,CI6,59981,1650N,11220E,5,,,,,,,8,CN
,TAIPEITAOYUAN,RCTP,,46686,2504N,12113E,33,X,,T,,,,6,TW
,MAZU,RCFG,,46689,2610N,11955E,91,X,,T,,,,7,TW
,SUNGSHAN/TAIPEI,RCSS,,46696,2504N,12132E,6,X,,T,,,,6,TW
,TAOYUANAB,RCGM,,46697,2504N,12113E,45,X,,,,,,7,TW
,DONGSHI,RCNO,,46730,2316N,11940E,45,X,,,,,,7,TW
,MAKUNGAB,RCQC,,46734,2334N,11937E,31,X,,,,,,7,TW
,CHINMEM/SHATOU,RCBS,,46736,2425N,11822E,9,X,,T,,,,6,TW
,PAKUEI/BAKUAI,RCUK,,46738,2455N,12117E,141,X,,,,,,7,TW
,KAOHSIUNGINTL,RCKH,,46740,2234N,12020E,9,X,,T,,,,6,TW
,TAINANTW-AFB,RCNN,,46743,2256N,12012E,19,X,,,,,,7,TW
,KANGSHANTW-AFB,RCAY,,46745,2246N,12016E,10,X,,,,,,7,TW
,CHIAYITW-AFB,RCKU,,46746,2328N,12022E,25,X,,,,,,7,TW
,DONGGANG,RCMJ,,46747,2228N,12025E,8,X,,,,,,7,TW
,PINGTUNGSOUTH,RCDC,,46750,2240N,12028E,24,X,,,,,,7,TW
,TAICHUNGTW-AFB,RCLG,,46751,2410N,12039E,112,X,,,,,,7,TW
,HENGCHUN,RCKW,,46752,2155N,12049E,13,X,,T,,,,7,TW
,HSINCHUTW-AFB,RCPO,,46756,2449N,12055E,8,X,,,,,,7,TW
,PINGTUNGNAFB,RCSQ,,46758,2241N,12028E,29,X,,,,,,7,TW
,CHIHHANGTW-AFB,RCQS,,46760,2248N,12110E,37,X,,,,,,7,TW
,LANYU,RCLY,,46762,2201N,12132E,325,X,,T,,,,6,TW
,HUALIENAB,RCYU,,46763,2401N,12137E,16,X,,,,,,7,TW
,ILAN,RCMS,,46764,2445N,12146E,9,X,,,,,,7,TW
,WUCHIAOBSERVATO,RCMQ,,46770,2416N,12037E,5,X,,,,,,7,TW
,CHIATUNG,RCFS,,46772,2225N,12032E,20,X,,,,,,7,TW
,DONGSHA/PRATAS,RCLM,,46810,2040N,11643E,6,X,,,,,,7,TW
,FENGNINTW-AFB,RCFN,,,2246N,12104E,42,X,,T,,,,6,TW
,GREENISLAND,RCGI,,,2240N,12127E,8,X,,T,,,,6,TW
,BAIGAN,RCMT,,,2613N,11959E,1,X,,T,,,,6,TW
,NEWTOKYOINTLA,RJAA,,47686,3546N,14022E,44,X,,T,,,,6,JP
,MATSUMOTOAIRPOR,RJAF,,47709,3610N,13755E,660,X,,,,,,7,JP
,HYAKURI(JASDF),RJAH,,47715,3610N,14025E,35,X,,T,,,,7,JP
,ICHIKAWA,RJAI,,,3543N,13955E,31,X,,,,,,7,JP
,KASUMIGAURA(JAS,RJAK,,47716,3601N,14011E,29,X,,,,,,7,JP
,MINAMITORISHIMA,RJAM,,47991,2418N,15358E,9,X,,,,,,7,JP
,CHICHIJIMAISLAN,RJAO,,47971,2704N,14210E,8,X,,,,,,7,JP
,FUJI(JASDF),RJAT,,47721,3519N,13852E,683,X,,,,,,7,JP
,IWOJIMA(JMSDF),RJAW,,47981,2446N,14119E,116,X,,,,,,7,JP
,KANSAIINTL,RJBB,,47774,3425N,13515E,8,X,,T,,,,6,JP
,NANKISHIRAHAMAA,RJBD,,47782,3340N,13522E,108,X,,,,,,7,JP
,KOBE,RJBE,UKB,,3438N,13514E,5,X,,,,,,7,JP
,HIROSHIMANISHI,RJBH,,,3422N,13225E,5,X,,,,,,7,JP
,TAJIMA,RJBT,,,3530N,13448E,210,X,,,,,,7,JP
,ASAHIKAWA(JASDF,RJCA,,47477,4347N,14222E,118,X,,,,,,7,JP
,OBIHIROAIRPORT,RJCB,,47490,4243N,14313E,152,X,,T,,,,7,JP
,CHITOSE(JASDF/C,RJCC,,47425,4246N,14140E,30,X,,T,,,,6,JP
,HAKODATEAIRPORT,RJCH,,47488,4146N,14049E,36,X,,T,,,,6,JP
,CHITOSE(JASDF),RJCJ,,47434,4248N,14140E,27,X,,,,,,7,JP
,KUSHIROAIRPORT,RJCK,,47489,4301N,14411E,98,X,,T,,,,7,JP
,MEMAMBETSUAIRPO,RJCM,,47481,4353N,14410E,36,X,,T,,,,7,JP
,NAKASHIBETSUARP,RJCN,,47483,4334N,14458E,70,X,,,,,,7,JP
,SAPPORO(JGSDF/C,RJCO,,47479,4307N,14122E,11,X,,,,,,7,JP
,REBUNISLAND,RJCR,,,4527N,14101E,27,X,,,,,,7,JP
,KUSHIRO/KENEBETS,RJCS,,47418,4258N,14424E,37,X,,,,,,7,JP
,TOKACHI(JGSDF),RJCT,,,4253N,14310E,84,X,,,,,,7,JP
,WAKKANAIAIRPORT,RJCW,,47441,4523N,14148E,11,X,,,,,,7,JP
,MURORAN/YAKUMO,RJCY,,47423,4219N,14058E,49,X,,,,,,7,JP
,IKIAIRPORT(ISL,RJDB,,47858,3345N,12946E,16,X,,,,,,7,JP
,YAMAGUCHI/UBEAR,RJDC,,47786,3355N,13116E,8,X,,,,,,7,JP
,KAMIGOTO,RJDK,,,3301N,12910E,20,X,,,,,,7,JP
,METABARU(JASDF),RJDM,,47860,3319N,13025E,19,X,,,,,,7,JP
,OJIKAISLAND,RJDO,,,3313N,12903E,20,X,,,,,,7,JP
,TSUSHIMAAIRPORT,RJDT,,47799,3416N,12919E,66,X,,,,,,7,JP
,MONBETSUAIRPORT,RJEB,,47474,4418N,14324E,25,X,,,,,,7,JP
,ASAHIKAWAAIRPOR,RJEC,,47476,4340N,14226E,211,X,,T,,,,7,JP
,OKUSHIRIISLAND,RJEO,,,4204N,13926E,36,X,,,,,,7,JP
,RISHIRIISLAND,RJER,,,4515N,14110E,30,X,,,,,,7,JP
,ASHIYA(JASDF),RJFA,,47803,3352N,13039E,33,X,,,,,,7,JP
,YAKUSHIMAISLAND,RJFC,,47836,3022N,13040E,38,X,,,,,,7,JP
,FUKUEAIRPORT,RJFE,,47844,3240N,12849E,80,X,,,,,,7,JP
,FUKUOKA/ITAZUKE,RJFF,,47808,3334N,13026E,12,X,,T,,,,6,JP
,TANEGASHIMAAIRP,RJFG,,47870,3037N,13059E,95,X,,,,,,7,JP
,KAGOSHIMAAIRPOR,RJFK,,47851,3148N,13043E,275,X,,T,,,,6,JP
,MIYAZAKIAIRPORT,RJFM,,47857,3152N,13126E,9,X,,T,,,,6,JP
,NYUTABARU(JASDF,RJFN,,47854,3204N,13126E,82,X,,,,,,7,JP
,OITAAIRPORT,RJFO,,47852,3328N,13143E,8,X,,T,,,,6,JP
,KITAKYUSHU/KOKUR,RJFR,,47853,3349N,13102E,6,X,,T,,,,7,JP
,SAGAAIRPORT,RJFS,,,3309N,13018E,5,X,,,,,,7,JP
,KUMAMOTO(CIV/JAS,RJFT,,47856,3249N,13050E,196,X,,T,,,,6,JP
,NAGASAKI(CIV/JMS,RJFU,,47855,3255N,12955E,5,X,,T,,,,6,JP
,SASABONAS,RJFW,,,3310N,12943E,3,X,,,,,,7,JP
,KANOYA(JMSDF),RJFY,,47850,3122N,13049E,68,X,,,,,,7,JP
,TSUIKI(JASDF),RJFZ,,47840,3340N,13103E,20,X,,,,,,7,JP
,NAGOYA/CHUBU,RJGG,NGO,,3452N,13648E,5,X,,T,,,,6,JP
,AMAMIAIRPORT,RJKA,,47872,2825N,12943E,7,X,,,,,,7,JP
,OKINOERABU/OKIER,RJKB,,47942,2725N,12841E,29,X,,,,,,7,JP
,KIKAIISLAND,RJKI,,,2819N,12955E,6,X,,,,,,7,JP
,TOKUNOSHIMAISLA,RJKN,,47910,2749N,12852E,5,X,,,,,,7,JP
,FUKUIAIRPORT,RJNF,,47706,3607N,13613E,8,X,,,,,,7,JP
,GIFU(JASDF),RJNG,,47634,3522N,13652E,42,X,,,,,,7,JP
,HAMAMATSU(JASDF,RJNH,,47681,3445N,13741E,48,X,,,,,,7,JP
,KOMATSU(CIV/JAS,RJNK,,47704,3622N,13625E,9,X,,T,,,,6,JP
,NAGOYA(CIV/JASD,RJNN,,47635,3515N,13655E,17,X,,T,,,,6,JP
,NAGOYA(CIV/JASD,RJNA,NKM,,3515N,13655E,17,X,,T,,,,6,JP
,OKIAIRPORT,RJNO,,47739,3610N,13319E,95,X,,,,,,7,JP
,SHIZOUKA,RJNS,,,3448N,13811E,135,X,,T,,,,7,JP
,TOYAMAAIRPORT,RJNT,,47707,3638N,13710E,27,X,,T,,,,6,JP
,NOTO,RJNW,,,3718N,13658E,219,X,,,,,,7,JP
,SHIZUHAMA(JASDF,RJNY,,47658,3449N,13818E,10,X,,,,,,7,JP
,NEWHIROSHIMA,RJOA,,47789,3425N,13255E,6,X,,T,,,,6,JP
,OKAYAMAAIRPORT,RJOB,,47793,3445N,13350E,242,X,,T,,,,6,JP
,IZUMOAIRPORT,RJOC,,47790,3525N,13252E,5,X,,T,,,,7,JP
,AKENO(JASDF),RJOE,,47730,3431N,13640E,9,X,,,,,,7,JP
,HOFU(JASDF),RJOF,,47788,3401N,13133E,5,X,,,,,,7,JP
,MIHO(CIV/JASDF),RJOH,,47743,3528N,13315E,9,X,,T,,,,7,JP
,IWAKUNIMCAS,RJOI,,47764,3408N,13213E,2,X,,T,,,,6,JP
,KOCHIAIRPORT,RJOK,,47883,3331N,13340E,10,X,,T,,,,6,JP
,MATSUYAMAAIRPOR,RJOM,,47882,3349N,13241E,7,X,,T,,,,6,JP
,OSAKAINTL/ITAMI,RJOO,,47771,3446N,13526E,15,X,,T,,,,6,JP
,KOMATSUJIMA(JAS,RJOP,,47884,3400N,13437E,6,X,,,,,,7,JP
,TOTTORIAIRPORT,RJOR,,47794,3531N,13410E,18,X,,,,,,7,JP
,TOKUSHIMA(JMSDF/,RJOS,,47881,3407N,13437E,11,X,,,,,,7,JP
,TAKAMATSUAIRPOR,RJOT,,47880,3413N,13401E,188,X,,T,,,,6,JP
,IWAMI,RJOW,,47783,3440N,13148E,54,X,,,,,,7,JP
,YAO(CIV/JGSDF),RJOY,,47779,3436N,13535E,13,X,,,,,,7,JP
,OZUKI(JMSDF),RJOZ,,47787,3402N,13103E,7,X,,,,,,7,JP
,AOMORIAIRPORT,RJSA,,47542,4043N,14041E,201,X,,T,,,,6,JP
,YAMAGATA(CIV/JGS,RJSC,,47553,3825N,14022E,108,X,,,,,,7,JP
,SADOAIRPORT,RJSD,,47700,3802N,13825E,26,X,,,,,,7,JP
,FUKUSHIMAARPT,RJSF,,47557,3713N,14025E,375,X,,T,,,,6,JP
,HACHINOHE(JMSDF,RJSH,,47515,4032N,14128E,49,X,,,,,,7,JP
,HANAMAKIAIRPORT,RJSI,,47549,3925N,14107E,93,X,,,,,,7,JP
,AKITAAIRPORT,RJSK,,47545,3937N,14013E,96,X,,T,,,,7,JP
,MISAWA(JASDF/AF/,RJSM,,47580,4042N,14122E,36,X,,T,,,,7,JP
,NIIGATA(CIV/JAS,RJSN,,47573,3757N,13907E,4,X,,T,,,,6,JP
,OMINATO(JASDF),RJSO,,47516,4113N,14107E,10,X,,,,,,7,JP
,ODATE-NOSHIRO,RJSR,,,4011N,14022E,87,X,,,,,,7,JP
,SENDAIAIRPORT,RJSS,,47569,3807N,14055E,5,X,,T,,,,6,JP
,MATSUSHIMA(JASD,RJST,,47591,3823N,14113E,5,X,,,,,,7,JP
,KASUMINOME(JASD,RJSU,,47567,3813N,14055E,10,X,,,,,,7,JP
,SHONAI,RJSY,,,3849N,13946E,22,X,,,,,,7,JP
,ATSUGINAS(JMSD,RJTA,,47679,3527N,13926E,65,X,,,,,,7,JP
,TACHIKAWA(JASDF,RJTC,,47660,3542N,13924E,98,X,,,,,,7,JP
,"TOKYO,JMA",RJTD,,47662,3541N,13946E,36,X,,,,,,7,JP
,TATEYAMA(JMSDF),RJTE,,47688,3458N,13949E,6,X,,,,,,7,JP
,CHOFUAIRPORT,RJTF,,47683,3540N,13931E,44,X,,,,,,7,JP
,HACHIJOJIMAISLA,RJTH,,47738,3307N,13946E,95,X,,,,,,7,JP
,TOKYOHELIPORT,RJTI,,47687,3538N,13950E,8,X,,,,,,7,JP
,IRUMA(JASDF),RJTJ,,47643,3549N,13925E,93,X,,,,,,7,JP
,KISARAZU(JGSDF),RJTK,,47661,3523N,13955E,6,X,,,,,,7,JP
,SHIMOFUSA(JMSDF,RJTL,,47727,3547N,14001E,33,X,,,,,,7,JP
